id;x;y;z
6311;-5.541904e-02; -5.335722e-01;-3.071390e-01
6312;-8.051372e-02; -4.791766e-01;-2.460065e-01
6313;-7.617323e-02; -4.750321e-01;-2.507992e-01
6314;-6.978006e-02; -4.716694e-01;-2.555996e-01
6315;-6.275572e-02; -4.907561e-01;-2.756311e-01
6316;-6.072641e-02; -4.688967e-01;-2.605265e-01
6317;-5.479170e-02; -4.885468e-01;-2.804720e-01
6318;-5.553224e-02; -5.093747e-01;-2.953705e-01
6319;-4.857520e-02; -5.075048e-01;-2.999762e-01
6320;-4.222533e-02; -5.251099e-01;-3.181651e-01
6321;-4.834953e-02; -5.269853e-01;-3.140043e-01
6322;-1.648241e-01; -3.574732e-01; 5.937800e-02
6323;-1.699726e-01; -3.443568e-01; 4.980022e-02
6324;-1.677373e-01; -3.583911e-01; 4.882523e-02
6325;-1.674432e-01; -3.413107e-01; 6.067442e-02
6326;-1.706886e-01; -3.241827e-01; 6.029101e-02
6327;-1.726076e-01; -3.298325e-01; 4.913374e-02
6328;-1.656738e-01; -3.717380e-01; 4.621077e-02
6329;-1.625003e-01; -3.727903e-01; 5.651227e-02
6330;-1.635544e-01; -3.841558e-01; 4.195897e-02
6331;-1.601410e-01; -3.872466e-01; 5.214947e-02
6332;-1.575607e-01; -3.752836e-01; 6.851023e-02
6333;-1.601739e-01; -3.576708e-01; 7.186039e-02
6334;-1.549110e-01; -3.920936e-01; 6.383553e-02
6335;-1.472641e-01; -3.995906e-01; 7.682720e-02
6336;-1.502566e-01; -3.799790e-01; 8.225552e-02
6337;-1.531768e-01; -3.595309e-01; 8.650172e-02
6338;-1.631669e-01; -3.391240e-01; 7.375838e-02
6339;-1.564872e-01; -3.381675e-01; 8.940028e-02
6340;-1.606511e-01; -3.154660e-01; 9.064713e-02
6341;-1.669571e-01; -3.192573e-01; 7.397752e-02
6342;-1.888281e-01; -2.530197e-01; 3.578219e-03
6343;-1.854531e-01; -2.749853e-01; 1.559058e-02
6344;-1.889550e-01; -2.537960e-01; 2.057540e-02
6345;-1.851844e-01; -2.736247e-01; 2.342179e-03
6346;-1.845521e-01; -2.799772e-01; 2.726433e-02
6347;-1.873950e-01; -2.596576e-01; 3.553892e-02
6348;-1.923093e-01; -2.297722e-01; 2.679606e-02
6349;-1.925708e-01; -2.302571e-01; 4.378136e-03
6350;-1.895983e-01; -2.364196e-01; 4.667919e-02
6351;-1.901348e-01; -2.075878e-01; 6.467570e-02
6352;-1.957475e-01; -2.038510e-01; 3.144526e-02
6353;-1.962291e-01; -2.063252e-01; 3.727241e-03
6354;-1.905750e-01; -2.347886e-01;-1.639196e-02
6355;-1.872079e-01; -2.560818e-01;-1.331927e-02
6356;-1.936527e-01; -2.125114e-01;-2.081111e-02
6357;-1.888346e-01; -2.218550e-01;-4.160615e-02
6358;-1.868628e-01; -2.427029e-01;-3.455458e-02
6359;-1.843751e-01; -2.623677e-01;-2.876989e-02
6360;-1.838977e-01; -2.754900e-01;-1.128766e-02
6361;-1.817448e-01; -2.801455e-01;-2.408863e-02
6362;-1.794981e-01; -2.880613e-01; 5.363736e-02
6363;-1.842461e-01; -2.532849e-01; 5.984491e-02
6364;-1.839543e-01; -2.718518e-01; 4.633541e-02
6365;-1.778385e-01; -2.753720e-01; 6.785997e-02
6366;-1.728084e-01; -2.650696e-01; 8.636975e-02
6367;-1.805592e-01; -2.379523e-01; 7.903799e-02
6368;-1.823298e-01; -2.890058e-01; 3.617021e-02
6369;-1.792735e-01; -3.010316e-01; 4.259459e-02
6370;-1.758703e-01; -3.150157e-01; 4.682381e-02
6371;-1.748915e-01; -3.059689e-01; 5.811728e-02
6372;-1.719615e-01; -2.976846e-01; 7.229111e-02
6373;-1.661319e-01; -2.910038e-01; 8.993821e-02
6374;-1.395509e-01; -4.680768e-01; 8.346963e-03
6375;-1.485980e-01; -4.396969e-01; 6.369680e-03
6376;-1.443641e-01; -4.537147e-01; 1.184866e-03
6377;-1.436697e-01; -4.536884e-01; 1.590516e-02
6378;-1.475191e-01; -4.396532e-01; 2.367921e-02
6379;-1.524614e-01; -4.266741e-01; 1.249582e-02
6380;-1.400220e-01; -4.675477e-01;-3.965050e-03
6381;-1.351779e-01; -4.822173e-01; 9.666607e-04
6382;-1.354794e-01; -4.811882e-01;-9.320319e-03
6383;-1.304771e-01; -4.958320e-01;-6.150752e-03
6384;-1.282264e-01; -4.995193e-01; 5.380034e-03
6385;-1.326487e-01; -4.849576e-01; 1.506087e-02
6386;-1.234075e-01; -5.130363e-01;-3.619134e-03
6387;-1.188274e-01; -5.187570e-01; 8.823685e-03
6388;-1.232369e-01; -5.038852e-01; 2.071697e-02
6389;-1.367836e-01; -4.697457e-01; 2.492426e-02
6390;-1.274104e-01; -4.878305e-01; 3.279368e-02
6391;-1.315115e-01; -4.710627e-01; 4.422836e-02
6392;-1.407399e-01; -4.543211e-01; 3.446713e-02
6393;-1.647521e-01; -3.566881e-01;-3.875958e-02
6394;-1.642025e-01; -3.651215e-01;-3.238311e-02
6395;-1.656886e-01; -3.570099e-01;-3.242374e-02
6396;-1.628321e-01; -3.666438e-01;-3.910098e-02
6397;-1.673759e-01; -3.488041e-01;-3.134739e-02
6398;-1.668696e-01; -3.468176e-01;-3.726514e-02
6399;-1.661711e-01; -3.439661e-01;-4.421669e-02
6400;-1.635002e-01; -3.558943e-01;-4.623903e-02
6401;-1.609308e-01; -3.686658e-01;-4.712880e-02
6402;-1.761920e-01; -2.824324e-01;-5.168182e-02
6403;-1.717092e-01; -3.072912e-01;-5.103037e-02
6404;-1.754724e-01; -2.962825e-01;-4.376651e-02
6405;-1.713980e-01; -2.955399e-01;-5.992869e-02
6406;-1.788770e-01; -2.871551e-01;-3.485042e-02
6407;-1.806105e-01; -2.712632e-01;-4.142648e-02
6408;-1.819753e-01; -2.533358e-01;-4.915005e-02
6409;-1.763209e-01; -2.663082e-01;-6.081635e-02
6410;-1.825912e-01; -2.338018e-01;-5.809422e-02
6411;-1.754882e-01; -2.480263e-01;-7.109718e-02
6412;-1.703080e-01; -2.812408e-01;-7.019144e-02
6413;-1.680911e-01; -2.642034e-01;-8.143689e-02
6414;-1.952505e-02; -6.316779e-01;-3.768752e-01
6415;-9.432629e-03; -6.293929e-01;-3.830009e-01
6416;-9.949640e-03; -6.363360e-01;-3.801541e-01
6417;-1.854457e-02; -6.249570e-01;-3.796458e-01
6418;-1.715986e-02; -6.168705e-01;-3.812839e-01
6419;-8.701595e-03; -6.209146e-01;-3.846443e-01
6420;-1.026880e-02; -6.418371e-01;-3.764218e-01
6421;-2.013174e-02; -6.370554e-01;-3.732654e-01
6422;-2.918297e-02; -6.289816e-01;-3.675623e-01
6423;-2.835201e-02; -6.238332e-01;-3.709946e-01
6424;-3.701664e-02; -6.175374e-01;-3.589804e-01
6425;-3.605628e-02; -6.127412e-01;-3.622005e-01
6426;-2.701515e-02; -6.174853e-01;-3.736707e-01
6427;-3.452368e-02; -6.069191e-01;-3.647882e-01
6428;-3.237306e-02; -6.001934e-01;-3.665394e-01
6429;-2.513146e-02; -6.099967e-01;-3.753358e-01
6430;-4.776578e-02; -5.816027e-01;-3.353469e-01
6431;-4.074948e-02; -5.931995e-01;-3.527109e-01
6432;-4.226363e-02; -5.983412e-01;-3.501812e-01
6433;-4.639658e-02; -5.771495e-01;-3.378545e-01
6434;-4.450774e-02; -5.721797e-01;-3.400142e-01
6435;-3.864135e-02; -5.873603e-01;-3.546339e-01
6436;-4.322689e-02; -6.026444e-01;-3.471878e-01
6437;-4.865433e-02; -5.854054e-01;-3.325695e-01
6438;-5.413958e-02; -5.669228e-01;-3.155104e-01
6439;-5.335441e-02; -5.634952e-01;-3.181080e-01
6440;-5.216902e-02; -5.595923e-01;-3.206350e-01
6441;-5.054367e-02; -5.553339e-01;-3.230748e-01
6442;-1.134147e-01; -4.564154e-01;-1.694664e-01
6443;-1.032363e-01; -4.610509e-01;-1.945388e-01
6444;-1.052857e-01; -4.676117e-01;-1.902158e-01
6445;-1.109731e-01; -4.493566e-01;-1.744363e-01
6446;-1.067184e-01; -4.737345e-01;-1.865012e-01
6447;-1.152125e-01; -4.628908e-01;-1.651228e-01
6448;-1.229682e-01; -4.516096e-01;-1.459878e-01
6449;-1.208007e-01; -4.448785e-01;-1.512018e-01
6450;-1.179658e-01; -4.374137e-01;-1.570386e-01
6451;-3.045393e-02; -4.865719e-01;-2.898443e-01
6452;-1.722426e-02; -4.641514e-01;-2.728738e-01
6453;-1.560923e-02; -4.864597e-01;-2.928801e-01
6454;-3.363145e-02; -4.648415e-01;-2.701396e-01
6455;-3.654126e-02; -4.440383e-01;-2.522793e-01
6456;-1.869885e-02; -4.428524e-01;-2.549465e-01
6457;-1.387272e-02; -5.073797e-01;-3.127379e-01
6458;-2.705388e-02; -5.069587e-01;-3.094290e-01
6459;-1.203371e-02; -5.259197e-01;-3.309307e-01
6460;-2.347647e-02; -5.251681e-01;-3.275045e-01
6461;-3.885189e-02; -5.068499e-01;-3.049188e-01
6462;-4.376959e-02; -4.872098e-01;-2.854590e-01
6463;-3.373732e-02; -5.247011e-01;-3.229573e-01
6464;-4.840452e-02; -4.665220e-01;-2.656985e-01
6465;-5.267078e-02; -4.465976e-01;-2.475352e-01
6466;-3.895868e-02; -5.616307e-01;-3.433377e-01
6467;-2.961141e-02; -5.687920e-01;-3.565945e-01
6468;-3.279309e-02; -5.745848e-01;-3.564034e-01
6469;-3.510765e-02; -5.571281e-01;-3.450659e-01
6470;-3.016199e-02; -5.540272e-01;-3.474955e-01
6471;-2.563125e-02; -5.648351e-01;-3.576760e-01
6472;-2.268144e-02; -5.720676e-01;-3.638774e-01
6473;-2.428750e-02; -5.775920e-01;-3.655940e-01
6474;-2.666767e-02; -5.849639e-01;-3.669305e-01
6475;-3.589614e-02; -5.809648e-01;-3.558073e-01
6476;-4.206024e-02; -5.668273e-01;-3.417479e-01
6477;-2.955862e-02; -5.926863e-01;-3.672495e-01
6478;-4.843863e-02; -5.508398e-01;-3.254109e-01
6479;-4.551841e-02; -5.465859e-01;-3.278802e-01
6480;-4.144751e-02; -5.430478e-01;-3.307193e-01
6481;-3.589047e-02; -5.407015e-01;-3.341651e-01
6482;-1.698118e-01; -2.064686e-01;-9.475074e-02
6483;-1.820780e-01; -2.130900e-01;-6.833208e-02
6484;-1.804700e-01; -1.912084e-01;-7.995766e-02
6485;-1.733231e-01; -2.277036e-01;-8.245141e-02
6486;-1.899174e-01; -2.005283e-01;-5.008806e-02
6487;-1.900658e-01; -1.775195e-01;-6.044598e-02
6488;-1.778017e-01; -1.681650e-01;-9.306502e-02
6489;-1.649405e-01; -1.854497e-01;-1.078669e-01
6490;-1.892348e-01; -1.516257e-01;-7.312560e-02
6491;-1.728925e-01; -1.483372e-01;-1.069529e-01
6492;-1.590114e-01; -1.670111e-01;-1.205827e-01
6493;-1.510379e-01; -2.015800e-01;-1.207467e-01
6494;-1.588440e-01; -2.228574e-01;-1.062226e-01
6495;-1.430664e-01; -1.821356e-01;-1.341125e-01
6496;-1.221079e-01; -1.977023e-01;-1.497677e-01
6497;-1.384223e-01; -2.193489e-01;-1.309410e-01
6498;-1.488058e-01; -2.409856e-01;-1.151932e-01
6499;-1.643991e-01; -2.442370e-01;-9.328333e-02
6500;-1.560533e-01; -2.623747e-01;-1.017991e-01
6501;-1.357729e-02; -5.970157e-01;-3.801397e-01
6502;-7.740368e-03; -6.108079e-01;-3.847664e-01
6503;-1.534045e-02; -6.073957e-01;-3.814961e-01
6504;-6.816149e-03; -5.996324e-01;-3.832437e-01
6505;-2.265996e-02; -6.014259e-01;-3.757348e-01
6506;-2.022843e-02; -5.922835e-01;-3.747723e-01
6507;-1.846462e-02; -5.830800e-01;-3.723531e-01
6508;-1.236132e-02; -5.862131e-01;-3.770724e-01
6509;-1.816668e-02; -5.736836e-01;-3.679267e-01
6510;-1.222607e-02; -5.753101e-01;-3.720376e-01
6511;-6.196133e-03; -5.879478e-01;-3.799524e-01
6512;-6.147522e-03; -5.763137e-01;-3.747689e-01
6513;-1.636358e-02; -5.532784e-01;-3.550697e-01
6514;-6.937511e-03; -5.652900e-01;-3.675695e-01
6515;-1.370507e-02; -5.646291e-01;-3.647792e-01
6516;-8.335564e-03; -5.538802e-01;-3.580590e-01
6517;-2.013273e-02; -5.639624e-01;-3.609428e-01
6518;-2.377651e-02; -5.530357e-01;-3.511893e-01
6519;-2.851179e-02; -5.400225e-01;-3.384541e-01
6520;-1.976687e-02; -5.403664e-01;-3.426814e-01
6521;-1.011114e-02; -5.410883e-01;-3.459419e-01
6522;-1.476937e-01; -1.431639e-01;-1.421979e-01
6523;-1.552887e-01; -1.222467e-01;-1.464511e-01
6524;-1.479183e-01; -1.341522e-01;-1.531689e-01
6525;-1.572229e-01; -1.284188e-01;-1.343064e-01
6526;-1.362507e-01; -1.399403e-01;-1.617717e-01
6527;-1.342781e-01; -1.526265e-01;-1.518825e-01
6528;-1.185250e-01; -1.436865e-01;-1.710656e-01
6529;-1.158445e-01; -1.594455e-01;-1.628572e-01
6530;-1.370149e-01; -1.662547e-01;-1.435769e-01
6531;-1.523269e-01; -1.535163e-01;-1.316811e-01
6532;-1.172725e-01; -1.754581e-01;-1.566486e-01
6533;-1.645619e-01; -1.361020e-01;-1.209202e-01
6534;-3.185862e-02; -6.102010e-01; 2.468693e-02
6535;-4.556526e-02; -6.109362e-01; 8.792400e-03
6536;-3.024281e-02; -6.214408e-01; 6.971203e-03
6537;-4.791826e-02; -5.987442e-01; 2.658415e-02
6538;-6.413431e-02; -5.836489e-01; 2.799853e-02
6539;-6.112896e-02; -5.968128e-01; 1.046348e-02
6540;-1.508120e-02; -6.280021e-01; 5.508751e-03
6541;-1.590324e-02; -6.174932e-01; 2.301066e-02
6542;-1.682369e-02; -6.037658e-01; 4.229844e-02
6543;-3.365303e-02; -5.958751e-01; 4.402675e-02
6544;-1.790883e-02; -5.865877e-01; 6.263452e-02
6545;-3.575351e-02; -5.783796e-01; 6.413464e-02
6546;-5.049368e-02; -5.836664e-01; 4.576708e-02
6547;-5.346992e-02; -5.658033e-01; 6.534661e-02
6548;-7.099391e-02; -5.496891e-01; 6.529647e-02
6549;-6.735130e-02; -5.678499e-01; 4.664704e-02
6550;-4.060374e-02; -5.346736e-01; 1.035940e-01
6551;-2.100415e-02; -5.182703e-01; 1.223445e-01
6552;-4.205081e-02; -5.105501e-01; 1.219601e-01
6553;-2.038555e-02; -5.425106e-01; 1.034483e-01
6554;-2.069424e-02; -4.943345e-01; 1.391793e-01
6555;-4.151200e-02; -4.868951e-01; 1.385450e-01
6556;-6.318249e-02; -4.976411e-01; 1.208237e-01
6557;-6.048720e-02; -5.224068e-01; 1.027934e-01
6558;-6.257679e-02; -4.737050e-01; 1.376389e-01
6559;-8.594877e-02; -4.510972e-01; 1.362173e-01
6560;-8.351252e-02; -4.817401e-01; 1.167780e-01
6561;-7.963628e-02; -5.068679e-01; 9.981124e-02
6562;-5.702538e-02; -5.452555e-01; 8.432817e-02
6563;-3.828753e-02; -5.576313e-01; 8.415458e-02
6564;-7.527615e-02; -5.294396e-01; 8.283430e-02
6565;-1.922495e-02; -5.657262e-01; 8.328137e-02
6566;-1.308782e-01; -3.688298e-01; 1.216670e-01
6567;-1.467472e-01; -3.388121e-01; 1.079483e-01
6568;-1.432232e-01; -3.636003e-01; 1.035313e-01
6569;-1.346066e-01; -3.405383e-01; 1.277762e-01
6570;-1.387555e-01; -3.123897e-01; 1.323746e-01
6571;-1.510086e-01; -3.132191e-01; 1.107538e-01
6572;-1.399895e-01; -3.876375e-01; 9.779897e-02
6573;-1.270751e-01; -3.969602e-01; 1.143021e-01
6574;-1.365999e-01; -4.106314e-01; 9.093450e-02
6575;-1.230528e-01; -4.238223e-01; 1.056569e-01
6576;-1.118292e-01; -4.066480e-01; 1.309265e-01
6577;-1.167068e-01; -3.741698e-01; 1.396267e-01
6578;-1.067568e-01; -4.377698e-01; 1.204939e-01
6579;-9.584513e-02; -4.119704e-01; 1.467905e-01
6580;-1.015935e-01; -3.777599e-01; 1.560645e-01
6581;-1.207247e-01; -3.428263e-01; 1.472580e-01
6582;-1.057609e-01; -3.452444e-01; 1.646898e-01
6583;-1.093209e-01; -3.145964e-01; 1.723817e-01
6584;-1.246177e-01; -3.128512e-01; 1.535867e-01
6585;-1.140213e-01; -4.707298e-01; 8.455627e-02
6586;-9.287748e-02; -5.110245e-01; 7.870512e-02
6587;-9.765131e-02; -4.892144e-01; 9.341238e-02
6588;-1.092213e-01; -4.913962e-01; 7.231104e-02
6589;-1.045709e-01; -5.106282e-01; 5.863847e-02
6590;-8.826134e-02; -5.308672e-01; 6.301025e-02
6591;-1.021543e-01; -4.650441e-01; 1.076656e-01
6592;-1.186666e-01; -4.483087e-01; 9.570660e-02
6593;-1.326085e-01; -4.322895e-01; 8.312099e-02
6594;-1.282351e-01; -4.526975e-01; 7.420234e-02
6595;-1.437368e-01; -4.184446e-01; 7.038227e-02
6596;-1.398312e-01; -4.365839e-01; 6.285897e-02
6597;-1.236994e-01; -4.719411e-01; 6.402248e-02
6598;-1.357040e-01; -4.540519e-01; 5.419556e-02
6599;-1.192214e-01; -4.902626e-01; 5.233165e-02
6600;-1.495442e-01; -2.567921e-01; 1.365065e-01
6601;-1.564544e-01; -2.867674e-01; 1.116515e-01
6602;-1.438201e-01; -2.846879e-01; 1.352067e-01
6603;-1.629216e-01; -2.592603e-01; 1.102740e-01
6604;-1.291206e-01; -2.844779e-01; 1.583795e-01
6605;-1.340422e-01; -2.565130e-01; 1.620009e-01
6606;-1.132469e-01; -2.859881e-01; 1.788553e-01
6607;-1.174712e-01; -2.578554e-01; 1.843604e-01
6608;-1.391912e-01; -2.277631e-01; 1.648156e-01
6609;-1.556716e-01; -2.280615e-01; 1.365080e-01
6610;-1.219262e-01; -2.286344e-01; 1.891464e-01
6611;-1.265500e-01; -1.964978e-01; 1.936937e-01
6612;-1.443812e-01; -1.968087e-01; 1.674793e-01
6613;-1.617001e-01; -1.977106e-01; 1.365398e-01
6614;-1.702476e-01; -2.305012e-01; 1.062539e-01
6615;-1.772739e-01; -2.003699e-01; 1.025361e-01
6616;-9.640734e-02; -5.452962e-01; 2.716331e-02
6617;-8.423153e-02; -5.491357e-01; 4.579422e-02
6618;-1.003746e-01; -5.287464e-01; 4.320608e-02
6619;-8.055890e-02; -5.654414e-01; 2.822626e-02
6620;-1.150208e-01; -5.079044e-01; 3.888009e-02
6621;-1.108949e-01; -5.243877e-01; 2.470567e-02
6622;-1.066408e-01; -5.392342e-01; 1.084623e-02
6623;-9.244405e-02; -5.598230e-01; 1.165956e-02
6624;-7.701433e-02; -5.793955e-01; 1.147559e-02
6625;-4.838486e-03; -3.701630e-01; 1.917261e-01
6626;-2.848161e-03; -3.725562e-01; 1.932323e-01
6627;-2.508659e-03; -3.707884e-01; 1.912477e-01
6628;-5.514598e-03; -3.718242e-01; 1.936774e-01
6629;-6.829485e-03; -3.750927e-01; 1.946625e-01
6630;-3.522560e-03; -3.760653e-01; 1.942517e-01
6631;-2.389353e-03; -3.697370e-01; 1.890930e-01
6632;-4.563337e-03; -3.691917e-01; 1.896122e-01
6633;-2.375541e-03; -3.683775e-01; 1.875631e-01
6634;-4.509313e-03; -3.679836e-01; 1.880922e-01
6635;-6.306579e-03; -3.683880e-01; 1.904741e-01
6636;-6.810647e-03; -3.692383e-01; 1.924452e-01
6637;-6.159544e-03; -3.674044e-01; 1.890619e-01
6638;-7.118691e-03; -3.668136e-01; 1.901428e-01
6639;-7.562972e-03; -3.673247e-01; 1.913826e-01
6640;-8.286124e-03; -3.680821e-01; 1.932731e-01
6641;-7.817584e-03; -3.707311e-01; 1.943403e-01
6642;-9.575399e-03; -3.693721e-01; 1.951618e-01
6643;-1.193390e-02; -3.717047e-01; 1.962630e-01
6644;-9.705143e-03; -3.736057e-01; 1.953357e-01
6645;-2.556176e-02; -2.640228e-01; 2.381237e-01
6646;-3.549031e-02; -2.986372e-01; 2.250582e-01
6647;-2.319016e-02; -2.955009e-01; 2.288466e-01
6648;-3.892818e-02; -2.659592e-01; 2.342125e-01
6649;-5.310191e-02; -2.668917e-01; 2.289306e-01
6650;-4.901882e-02; -3.002101e-01; 2.199812e-01
6651;-4.352806e-02; -3.328282e-01; 2.108511e-01
6652;-3.108374e-02; -3.247242e-01; 2.172577e-01
6653;-2.036912e-02; -3.205273e-01; 2.207582e-01
6654;-1.146023e-02; -2.934054e-01; 2.310771e-01
6655;-1.267130e-02; -2.623111e-01; 2.405403e-01
6656;-1.008313e-02; -3.181378e-01; 2.227321e-01
6657;-1.385964e-02; -2.256409e-01; 2.505469e-01
6658;-2.786082e-02; -2.273190e-01; 2.478701e-01
6659;-1.517581e-02; -1.835037e-01; 2.607838e-01
6660;-3.038164e-02; -1.852949e-01; 2.578352e-01
6661;-4.218554e-02; -2.291953e-01; 2.436039e-01
6662;-4.569759e-02; -1.876323e-01; 2.531307e-01
6663;-6.117836e-02; -1.901145e-01; 2.467700e-01
6664;-5.699559e-02; -2.306395e-01; 2.378391e-01
6665;-1.463369e-01; -4.300591e-01;-7.642609e-02
6666;-1.501832e-01; -4.116832e-01;-6.720337e-02
6667;-1.455451e-01; -4.253943e-01;-8.016919e-02
6668;-1.501397e-01; -4.178948e-01;-6.513288e-02
6669;-1.402429e-01; -4.385847e-01;-9.681320e-02
6670;-1.414743e-01; -4.428616e-01;-9.166347e-02
6671;-1.414888e-01; -4.464802e-01;-8.755919e-02
6672;-1.459991e-01; -4.339330e-01;-7.392027e-02
6673;-1.398107e-01; -4.494098e-01;-8.465943e-02
6674;-1.440884e-01; -4.370143e-01;-7.226057e-02
6675;-1.493176e-01; -4.224712e-01;-6.420267e-02
6676;-1.472180e-01; -4.257540e-01;-6.368430e-02
6677;-8.447324e-02; -2.630484e-01; 2.135228e-01
6678;-9.709020e-02; -2.890694e-01; 1.943198e-01
6679;-8.077702e-02; -2.931392e-01; 2.056905e-01
6680;-1.008869e-01; -2.602518e-01; 2.011883e-01
6681;-9.359112e-02; -3.176183e-01; 1.867511e-01
6682;-7.752232e-02; -3.216566e-01; 1.974514e-01
6683;-6.443381e-02; -2.976151e-01; 2.138848e-01
6684;-6.841426e-02; -2.655916e-01; 2.224022e-01
6685;-6.120859e-02; -3.264511e-01; 2.052393e-01
6686;-7.245272e-02; -2.310211e-01; 2.306668e-01
6687;-8.847889e-02; -2.306170e-01; 2.209297e-01
6688;-7.687861e-02; -1.923402e-01; 2.388530e-01
6689;-9.292376e-02; -1.942068e-01; 2.281727e-01
6690;-1.049961e-01; -2.297035e-01; 2.074703e-01
6691;-1.094392e-01; -1.956116e-01; 2.135222e-01
6692;-7.157683e-02; -3.756979e-01; 1.804453e-01
6693;-5.354244e-02; -3.923306e-01; 1.819541e-01
6694;-5.743923e-02; -3.732239e-01; 1.886061e-01
6695;-6.657198e-02; -4.000699e-01; 1.729483e-01
6696;-5.872123e-02; -4.206840e-01; 1.674127e-01
6697;-4.723017e-02; -4.081538e-01; 1.771354e-01
6698;-3.705062e-02; -3.973092e-01; 1.844183e-01
6699;-4.195166e-02; -3.854274e-01; 1.885428e-01
6700;-4.468323e-02; -3.710094e-01; 1.942896e-01
6701;-5.943584e-02; -3.514590e-01; 1.965905e-01
6702;-7.484127e-02; -3.493682e-01; 1.888247e-01
6703;-4.540200e-02; -3.542591e-01; 2.013956e-01
6704;-9.037470e-02; -3.473608e-01; 1.783683e-01
6705;-8.642251e-02; -3.777395e-01; 1.696344e-01
6706;-8.071613e-02; -4.081971e-01; 1.610124e-01
6707;-7.127926e-02; -4.347326e-01; 1.545909e-01
6708;-3.244306e-02; -4.458301e-01; 1.643534e-01
6709;-1.363930e-02; -4.330532e-01; 1.738426e-01
6710;-2.654589e-02; -4.282942e-01; 1.737904e-01
6711;-1.657063e-02; -4.515452e-01; 1.646107e-01
6712;-1.071652e-02; -4.167373e-01; 1.811759e-01
6713;-2.085150e-02; -4.129079e-01; 1.812796e-01
6714;-3.798708e-02; -4.200681e-01; 1.746511e-01
6715;-4.691909e-02; -4.357402e-01; 1.649176e-01
6716;-2.982338e-02; -4.064506e-01; 1.821788e-01
6717;-5.613566e-02; -4.533453e-01; 1.524585e-01
6718;-3.787059e-02; -4.653427e-01; 1.526405e-01
6719;-1.906934e-02; -4.720326e-01; 1.531622e-01
6720;-1.289908e-02; -3.490829e-01; 2.097695e-01
6721;-8.396745e-03; -3.357222e-01; 2.160805e-01
6722;-1.672178e-02; -3.378757e-01; 2.145781e-01
6723;-6.612283e-03; -3.473899e-01; 2.107533e-01
6724;-2.492029e-02; -3.417149e-01; 2.119273e-01
6725;-1.854658e-02; -3.519547e-01; 2.081009e-01
6726;-3.125368e-02; -3.482258e-01; 2.080755e-01
6727;-2.281653e-02; -3.562552e-01; 2.057202e-01
6728;-1.350920e-02; -3.577888e-01; 2.048120e-01
6729;-9.552026e-03; -3.556854e-01; 2.057953e-01
6730;-1.648577e-02; -3.606281e-01; 2.034110e-01
6731;-1.208783e-02; -3.624390e-01; 2.010765e-01
6732;-9.868271e-03; -3.604381e-01; 2.018909e-01
6733;-6.961117e-03; -3.588392e-01; 2.024433e-01
6734;-4.940968e-03; -3.543720e-01; 2.063815e-01
6735;-3.595538e-03; -3.577732e-01; 2.027583e-01
6736;-1.208869e-02; -3.891531e-01; 1.913607e-01
6737;-2.291176e-02; -3.950095e-01; 1.880203e-01
6738;-1.603232e-02; -3.998440e-01; 1.871489e-01
6739;-1.725380e-02; -3.857310e-01; 1.921665e-01
6740;-2.136384e-02; -3.811021e-01; 1.936942e-01
6741;-2.842716e-02; -3.883169e-01; 1.899206e-01
6742;-8.243501e-03; -4.027784e-01; 1.869283e-01
6743;-6.220192e-03; -3.912785e-01; 1.910549e-01
6744;-4.646557e-03; -3.823401e-01; 1.935109e-01
6745;-9.020966e-03; -3.808858e-01; 1.938777e-01
6746;-1.285107e-02; -3.786010e-01; 1.946080e-01
6747;-1.586473e-02; -3.755897e-01; 1.957911e-01
6748;-2.529295e-02; -3.689242e-01; 1.992463e-01
6749;-3.398332e-02; -3.583943e-01; 2.029700e-01
6750;-3.398233e-02; -3.697465e-01; 1.976683e-01
6751;-2.497070e-02; -3.622344e-01; 2.025999e-01
6752;-3.212381e-02; -3.798083e-01; 1.932275e-01
6753;-2.406711e-02; -3.753567e-01; 1.961660e-01
6754;-1.778980e-02; -3.719562e-01; 1.975161e-01
6755;-1.857148e-02; -3.680321e-01; 1.995279e-01
6756;-1.330012e-02; -3.694903e-01; 1.974357e-01
6757;-1.379023e-02; -3.671099e-01; 1.987184e-01
6758;-1.815500e-02; -3.641493e-01; 2.015712e-01
6759;-1.339064e-02; -3.647112e-01; 1.999755e-01
6760;-4.476232e-03; -3.627760e-01; 1.887913e-01
6761;-2.297271e-03; -3.594882e-01; 1.901644e-01
6762;-4.399379e-03; -3.601741e-01; 1.903870e-01
6763;-2.324896e-03; -3.624567e-01; 1.884308e-01
6764;-2.274250e-03; -3.575764e-01; 1.923219e-01
6765;-4.330135e-03; -3.585264e-01; 1.924086e-01
6766;-6.111159e-03; -3.611597e-01; 1.908804e-01
6767;-6.280448e-03; -3.632497e-01; 1.895421e-01
6768;-5.949289e-03; -3.598655e-01; 1.926246e-01
6769;-6.916792e-03; -3.611562e-01; 1.929027e-01
6770;-7.373434e-03; -3.622096e-01; 1.918627e-01
6771;-7.640673e-03; -3.638490e-01; 1.908012e-01
6772;-6.223705e-03; -3.655114e-01; 1.888436e-01
6773;-4.496577e-03; -3.656121e-01; 1.879225e-01
6774;-7.496211e-03; -3.655765e-01; 1.902166e-01
6775;-2.352520e-03; -3.656853e-01; 1.874530e-01
6776;-9.349863e-03; -3.653306e-01; 1.948702e-01
